3600	0.303986638
7200	-0.019118892
10800	-0.289885033
14400	-0.476438234
18000	-0.505906851
21600	-0.471287832
25200	-0.343502744
28800	-0.077832948
32400	0.20974355
36000	0.373420013
39600	0.38549384
43200	0.346506187
46800	0.228775726
50400	-0.056114543
54000	-0.397354776
57600	-0.556612227
61200	-0.603325959
64800	-0.57910847
68400	-0.397906855
72000	-0.081994816
75600	0.279591019
79200	0.548050622
82800	0.686428059
86400	0.683323486
90000	0.543971935
93600	0.289765033
97200	-0.059216672
100800	-0.360578427
104400	-0.528670669
108000	-0.578336967
111600	-0.520933196
115200	-0.327240891
118800	0.00907348
122400	0.302341828
126000	0.461985122
129600	0.509784908
133200	0.434791027
136800	0.24088445
140400	-0.079906137
144000	-0.382155463
147600	-0.556856901
151200	-0.624313208
154800	-0.571922181
158400	-0.370232223
162000	-0.01510626
165600	0.3639667
169200	0.61777506
172800	0.720703389
176400	0.715664271
180000	0.582061506
183600	0.289787912
187200	-0.064017551
190800	-0.328388046
194400	-0.482276556
198000	-0.512138721
201600	-0.417206042
205200	-0.148743226
208800	0.222992134
212400	0.519224323
216000	0.682613926
219600	0.728263614
223200	0.650352518
226800	0.431410948
230400	0.094394681
234000	-0.21434186
237600	-0.403056825
241200	-0.452026094
244800	-0.377207135
248400	-0.157044137
252000	0.205165034
255600	0.593730879
259200	0.830401013
262800	0.931213565
266400	0.89849663
270000	0.72245081
273600	0.384522732
277200	0.026810983
280800	-0.222709369
284400	-0.358441728
288000	-0.370225282
291600	-0.234325874
295200	0.065499494
298800	0.442518819
302400	0.735437201
306000	0.875483334
309600	0.885302034
313200	0.767198487
316800	0.480153877
320400	0.126248741
324000	-0.171052417
327600	-0.334487635
331200	-0.360320964
334800	-0.242000298
338400	0.01426268
342000	0.36793063
345600	0.709493485
349200	0.883160485
352800	0.935567233
356400	0.85989358
360000	0.653637012
363600	0.317180994
367200	-0.047534101
370800	-0.268425007
374400	-0.37329257
378000	-0.35344342
381600	-0.17181542
385200	0.162979314
388800	0.534814171
392400	0.765073504
396000	0.875753405
399600	0.849697383
403200	0.700334996
406800	0.384474058
410400	0.014372883
414000	-0.260403516
417600	-0.415387621
421200	-0.446658172
424800	-0.315657123
428400	-0.044128227
432000	0.334739176
435600	0.617781559
439200	0.756984327
442800	0.759241706
446400	0.658728013
450000	0.41719756
453600	0.058922437
457200	-0.243452094
460800	-0.41761038
464400	-0.494204529
468000	-0.422014452
471600	-0.203175838
475200	0.146836167
478800	0.47388743
482400	0.667098946
486000	0.717391196
489600	0.652391977
493200	0.478089909
496800	0.165221984
500400	-0.17856938
504000	-0.409430348
507600	-0.515740813
511200	-0.513362975
514800	-0.373419665
518400	-0.084724635
522000	0.272527741
525600	0.512470051
529200	0.613289959
532800	0.593324277
536400	0.482829168
540000	0.250636388
543600	-0.06483501
547200	-0.307215269
550800	-0.399086355
554400	-0.401425866
558000	-0.293033664
561600	-0.042087026
565200	0.32407285
568800	0.639909611
572400	0.787900067
576000	0.803946077
579600	0.746733705
583200	0.566359838
586800	0.272903245
590400	-0.020731169
594000	-0.207393148
597600	-0.291786488
601200	-0.269338239
604800	-0.129399258
608400	0.1509149
612000	0.445897681
615600	0.636166963
619200	0.672016745
622800	0.627717399
626400	0.508359648
630000	0.263252026
633600	-0.018678115
637200	-0.191703083
640800	-0.26068486
644400	-0.265309473
648000	-0.169280491
651600	0.048163237
655200	0.364517276
658800	0.631511776
662400	0.742659658
666000	0.757603602
669600	0.66060888
673200	0.464384889
676800	0.166009885
680400	-0.075789323
684000	-0.215536108
687600	-0.272037321
691200	-0.246806113
694800	-0.117090278
698400	0.119715865
702000	0.366258187
705600	0.50103019
709200	0.520268905
712800	0.478720539
716400	0.360250733
720000	0.158052248
723600	-0.0718701
727200	-0.208097968
730800	-0.260552055
734400	-0.239264754
738000	-0.127626759
741600	0.092119411
745200	0.373850625
748800	0.57736839
752400	0.65684472
756000	0.659791879
759600	0.570121593
763200	0.400668587
766800	0.147401579
770400	-0.06571456
774000	-0.180378059
777600	-0.22600959
781200	-0.191549395
784800	-0.084819315
788400	0.128154607
792000	0.31508283
795600	0.417335246
799200	0.432581652
802800	0.38219574
806400	0.272817215
810000	0.086735676
813600	-0.103779387
817200	-0.223299528
820800	-0.25895856
824400	-0.222240452
828000	-0.113273144
831600	0.091318756
835200	0.324166867
838800	0.483071538
842400	0.537510184
846000	0.524609144
849600	0.452230781
853200	0.293941324
856800	0.076954209
860400	-0.103450436
864000	-0.206807013
